RED,GREEN,BLUE,PURPLE,YELLOW,GREY,WHITE,BLACK
31.297768967661693,22.6716542072623,0.25475757065367605,0.10201146322784227,12.859311659296113,19.93108639384098,6.049415646017597,6.617088710095357
2.863876688605583,1.9412108295328911,89.1241099911323,0.7084882661346048,2.5649116253224618,0.3106926305970149,0.19173375023032982,2.0780708365003684
8.039606114393312,3.225019290123457,82.237921359637,0.49404471421826057,1.7516448789040906,1.295630319179565,0.13937528071448313,2.599852660885388
36.89796442411784,4.158567154102174,1.5890451532845034,0.3941704599110927,17.860141026637645,24.64694971323936,5.437138850020729,8.799117836742214
38.25840056085314,4.132789287071587,1.2506370059425096,0.7231942860926848,6.316096024507094,31.840922881253455,1.598820675269486,15.662233897065597
2.9026071897457157,1.8851116595840243,89.23201285960245,0.6714775010940667,2.558281725055279,0.27234865170674405,0.21163568730421964,2.0496193439630552
21.297768967661693,22.6716542072623,0.25475757065367605,0.10201146322784227,12.859311659296113,19.93108639384098,6.049415646017597,6.617088710095357
4.863876688605583,1.9412108295328911,89.1241099911323,0.7084882661346048,2.5649116253224618,0.3106926305970149,0.19173375023032982,2.0780708365003684
12.039606114393312,3.225019290123457,82.237921359637,0.49404471421826057,1.7516448789040906,1.295630319179565,0.13937528071448313,2.599852660885388
43.89796442411784,4.158567154102174,1.5890451532845034,0.3941704599110927,17.860141026637645,24.64694971323936,5.437138850020729,8.799117836742214
29.25840056085314,4.132789287071587,1.2506370059425096,0.7231942860926848,6.316096024507094,31.840922881253455,1.598820675269486,15.662233897065597
5.9026071897457157,1.8851116595840243,89.23201285960245,0.6714775010940667,2.558281725055279,0.27234865170674405,0.21163568730421964,2.0496193439630552
12.039606114393312,3.225019290123457,82.237921359637,0.49404471421826057,1.7516448789040906,1.295630319179565,0.13937528071448313,2.599852660885388
